Comunidades y ciudades autónomas;País de nacimiento;Periodo;Total
10 Comunitat Valenciana;Bulgaria;2010;1.892
10 Comunitat Valenciana;Bulgaria;2009;1.727
10 Comunitat Valenciana;Bulgaria;2008;1.922
10 Comunitat Valenciana;Dinamarca;2021;116
10 Comunitat Valenciana;Dinamarca;2020;83
10 Comunitat Valenciana;Dinamarca;2019;112
10 Comunitat Valenciana;Dinamarca;2018;116
10 Comunitat Valenciana;Dinamarca;2017;79
10 Comunitat Valenciana;Dinamarca;2016;95
10 Comunitat Valenciana;Dinamarca;2015;90
10 Comunitat Valenciana;Dinamarca;2014;110
10 Comunitat Valenciana;Dinamarca;2013;98
10 Comunitat Valenciana;Dinamarca;2012;94
10 Comunitat Valenciana;Dinamarca;2011;82
10 Comunitat Valenciana;Dinamarca;2010;114
10 Comunitat Valenciana;Dinamarca;2009;95
10 Comunitat Valenciana;Dinamarca;2008;122
10 Comunitat Valenciana;Finlandia;2021;152
10 Comunitat Valenciana;Finlandia;2020;83
10 Comunitat Valenciana;Finlandia;2019;170
10 Comunitat Valenciana;Finlandia;2018;153
10 Comunitat Valenciana;Finlandia;2017;140
10 Comunitat Valenciana;Finlandia;2016;121
10 Comunitat Valenciana;Finlandia;2015;138
10 Comunitat Valenciana;Finlandia;2014;112
10 Comunitat Valenciana;Finlandia;2013;97
10 Comunitat Valenciana;Finlandia;2012;107
10 Comunitat Valenciana;Finlandia;2011;148
10 Comunitat Valenciana;Finlandia;2010;164
10 Comunitat Valenciana;Finlandia;2009;118
10 Comunitat Valenciana;Finlandia;2008;76
10 Comunitat Valenciana;Francia;2021;2.726
10 Comunitat Valenciana;Francia;2020;1.794
10 Comunitat Valenciana;Francia;2019;2.092
10 Comunitat Valenciana;Francia;2018;2.146
10 Comunitat Valenciana;Francia;2017;1.916
10 Comunitat Valenciana;Francia;2016;1.598
10 Comunitat Valenciana;Francia;2015;1.516
10 Comunitat Valenciana;Francia;2014;1.409
10 Comunitat Valenciana;Francia;2013;997
10 Comunitat Valenciana;Francia;2012;950
10 Comunitat Valenciana;Francia;2011;1.208
10 Comunitat Valenciana;Francia;2010;1.038
10 Comunitat Valenciana;Francia;2009;937
10 Comunitat Valenciana;Francia;2008;1.158
10 Comunitat Valenciana;Irlanda;2021;601
10 Comunitat Valenciana;Irlanda;2020;314
10 Comunitat Valenciana;Irlanda;2019;404
10 Comunitat Valenciana;Irlanda;2018;398
10 Comunitat Valenciana;Irlanda;2017;322
10 Comunitat Valenciana;Irlanda;2016;209
10 Comunitat Valenciana;Irlanda;2015;205
10 Comunitat Valenciana;Irlanda;2014;216
10 Comunitat Valenciana;Irlanda;2013;226
10 Comunitat Valenciana;Irlanda;2012;203
10 Comunitat Valenciana;Irlanda;2011;267
10 Comunitat Valenciana;Irlanda;2010;283
10 Comunitat Valenciana;Irlanda;2009;243
10 Comunitat Valenciana;Irlanda;2008;294
10 Comunitat Valenciana;Italia;2021;1.426
10 Comunitat Valenciana;Italia;2020;1.184
10 Comunitat Valenciana;Italia;2019;1.858
10 Comunitat Valenciana;Italia;2018;2.061
10 Comunitat Valenciana;Italia;2017;1.893
10 Comunitat Valenciana;Italia;2016;1.386
10 Comunitat Valenciana;Italia;2015;1.251
10 Comunitat Valenciana;Italia;2014;980
10 Comunitat Valenciana;Italia;2013;803
10 Comunitat Valenciana;Italia;2012;962
10 Comunitat Valenciana;Italia;2011;1.080
10 Comunitat Valenciana;Italia;2010;998
10 Comunitat Valenciana;Italia;2009;734
10 Comunitat Valenciana;Italia;2008;1.082
10 Comunitat Valenciana;Países Bajos;2021;2.266
10 Comunitat Valenciana;Países Bajos;2020;1.224
10 Comunitat Valenciana;Países Bajos;2019;1.343
10 Comunitat Valenciana;Países Bajos;2018;1.408
10 Comunitat Valenciana;Países Bajos;2017;1.245
10 Comunitat Valenciana;Países Bajos;2016;1.014
10 Comunitat Valenciana;Países Bajos;2015;891
10 Comunitat Valenciana;Países Bajos;2014;829
10 Comunitat Valenciana;Países Bajos;2013;819
10 Comunitat Valenciana;Países Bajos;2012;693
10 Comunitat Valenciana;Países Bajos;2011;884
10 Comunitat Valenciana;Países Bajos;2010;923
10 Comunitat Valenciana;Países Bajos;2009;915
10 Comunitat Valenciana;Países Bajos;2008;971
10 Comunitat Valenciana;Polonia;2021;705
10 Comunitat Valenciana;Polonia;2020;485
10 Comunitat Valenciana;Polonia;2019;666
10 Comunitat Valenciana;Polonia;2018;622
10 Comunitat Valenciana;Polonia;2017;544
10 Comunitat Valenciana;Polonia;2016;385
10 Comunitat Valenciana;Polonia;2015;313
10 Comunitat Valenciana;Polonia;2014;306
10 Comunitat Valenciana;Polonia;2013;297
10 Comunitat Valenciana;Polonia;2012;310
10 Comunitat Valenciana;Polonia;2011;386
10 Comunitat Valenciana;Polonia;2010;443
10 Comunitat Valenciana;Polonia;2009;395
10 Comunitat Valenciana;Polonia;2008;636
10 Comunitat Valenciana;Portugal;2021;274
10 Comunitat Valenciana;Portugal;2020;183
10 Comunitat Valenciana;Portugal;2019;303
10 Comunitat Valenciana;Portugal;2018;246
10 Comunitat Valenciana;Portugal;2017;242
10 Comunitat Valenciana;Portugal;2016;213
10 Comunitat Valenciana;Portugal;2015;188
10 Comunitat Valenciana;Portugal;2014;193
10 Comunitat Valenciana;Portugal;2013;173
10 Comunitat Valenciana;Portugal;2012;223
10 Comunitat Valenciana;Portugal;2011;200
10 Comunitat Valenciana;Portugal;2010;223
10 Comunitat Valenciana;Portugal;2009;263
10 Comunitat Valenciana;Portugal;2008;562
10 Comunitat Valenciana;Alemania;2021;2.500
10 Comunitat Valenciana;Alemania;2020;1.217
10 Comunitat Valenciana;Alemania;2019;1.298
10 Comunitat Valenciana;Alemania;2018;1.291
10 Comunitat Valenciana;Alemania;2017;1.195
10 Comunitat Valenciana;Alemania;2016;981
10 Comunitat Valenciana;Alemania;2015;953
10 Comunitat Valenciana;Alemania;2014;894
10 Comunitat Valenciana;Alemania;2013;908
10 Comunitat Valenciana;Alemania;2012;1.052
10 Comunitat Valenciana;Alemania;2011;1.226
10 Comunitat Valenciana;Alemania;2010;1.315
10 Comunitat Valenciana;Alemania;2009;1.357
10 Comunitat Valenciana;Alemania;2008;1.573
10 Comunitat Valenciana;Rumanía;2021;2.584
10 Comunitat Valenciana;Rumanía;2020;2.247
10 Comunitat Valenciana;Rumanía;2019;3.784
10 Comunitat Valenciana;Rumanía;2018;4.293
10 Comunitat Valenciana;Rumanía;2017;4.190
10 Comunitat Valenciana;Rumanía;2016;4.143
10 Comunitat Valenciana;Rumanía;2015;4.348
10 Comunitat Valenciana;Rumanía;2014;4.702
10 Comunitat Valenciana;Rumanía;2013;3.292
10 Comunitat Valenciana;Rumanía;2012;3.929
10 Comunitat Valenciana;Rumanía;2011;7.389
10 Comunitat Valenciana;Rumanía;2010;8.192
10 Comunitat Valenciana;Rumanía;2009;6.385
10 Comunitat Valenciana;Rumanía;2008;8.086
10 Comunitat Valenciana;Suecia;2021;617
10 Comunitat Valenciana;Suecia;2020;382
10 Comunitat Valenciana;Suecia;2019;517
10 Comunitat Valenciana;Suecia;2018;552
10 Comunitat Valenciana;Suecia;2017;453
10 Comunitat Valenciana;Suecia;2016;360
10 Comunitat Valenciana;Suecia;2015;323
10 Comunitat Valenciana;Suecia;2014;297
10 Comunitat Valenciana;Suecia;2013;281
10 Comunitat Valenciana;Suecia;2012;309
10 Comunitat Valenciana;Suecia;2011;303
10 Comunitat Valenciana;Suecia;2010;323
10 Comunitat Valenciana;Suecia;2009;164
10 Comunitat Valenciana;Suecia;2008;229
10 Comunitat Valenciana;Lituania;2021;291
10 Comunitat Valenciana;Lituania;2020;242
10 Comunitat Valenciana;Lituania;2019;383
10 Comunitat Valenciana;Lituania;2018;370
10 Comunitat Valenciana;Lituania;2017;386
10 Comunitat Valenciana;Lituania;2016;307
10 Comunitat Valenciana;Lituania;2015;224
10 Comunitat Valenciana;Lituania;2014;209
10 Comunitat Valenciana;Lituania;2013;245
10 Comunitat Valenciana;Lituania;2012;281
10 Comunitat Valenciana;Lituania;2011;401
10 Comunitat Valenciana;Lituania;2010;582
10 Comunitat Valenciana;Lituania;2009;468
10 Comunitat Valenciana;Lituania;2008;369
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2021;985
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2020;636
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2019;809
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2018;810
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2017;754
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2016;634
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2015;579
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2014;557
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2013;631
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2012;604
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2011;849
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2010;722
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2009;766
10 Comunitat Valenciana;Otro país de la Unión Europea sin España;2008;874
10 Comunitat Valenciana;Europa menos UE27_2020;2021;14.044
10 Comunitat Valenciana;Europa menos UE27_2020;2020;12.373
10 Comunitat Valenciana;Europa menos UE27_2020;2019;""
10 Comunitat Valenciana;Europa menos UE27_2020;2018;""
10 Comunitat Valenciana;Europa menos UE27_2020;2017;""
10 Comunitat Valenciana;Europa menos UE27_2020;2016;""
10 Comunitat Valenciana;Europa menos UE27_2020;2015;""
10 Comunitat Valenciana;Europa menos UE27_2020;2014;""
10 Comunitat Valenciana;Europa menos UE27_2020;2013;""
10 Comunitat Valenciana;Europa menos UE27_2020;2012;""
10 Comunitat Valenciana;Europa menos UE27_2020;2011;""
10 Comunitat Valenciana;Europa menos UE27_2020;2010;""
10 Comunitat Valenciana;Europa menos UE27_2020;2009;""
10 Comunitat Valenciana;Europa menos UE27_2020;2008;""
10 Comunitat Valenciana;Reino Unido;2021;6.589
10 Comunitat Valenciana;Reino Unido;2020;8.027
10 Comunitat Valenciana;Reino Unido;2019;8.434
10 Comunitat Valenciana;Reino Unido;2018;7.534
10 Comunitat Valenciana;Reino Unido;2017;5.987
10 Comunitat Valenciana;Reino Unido;2016;5.177
10 Comunitat Valenciana;Reino Unido;2015;3.857
10 Comunitat Valenciana;Reino Unido;2014;3.697
10 Comunitat Valenciana;Reino Unido;2013;3.459
10 Comunitat Valenciana;Reino Unido;2012;3.637
10 Comunitat Valenciana;Reino Unido;2011;4.231
10 Comunitat Valenciana;Reino Unido;2010;4.553
10 Comunitat Valenciana;Reino Unido;2009;5.228
10 Comunitat Valenciana;Reino Unido;2008;7.276
10 Comunitat Valenciana;Europa menos UE28;2021;""
10 Comunitat Valenciana;Europa menos UE28;2020;""
10 Comunitat Valenciana;Europa menos UE28;2019;7.766
10 Comunitat Valenciana;Europa menos UE28;2018;7.220
10 Comunitat Valenciana;Europa menos UE28;2017;5.774
10 Comunitat Valenciana;Europa menos UE28;2016;4.964
10 Comunitat Valenciana;Europa menos UE28;2015;5.653
10 Comunitat Valenciana;Europa menos UE28;2014;5.470
10 Comunitat Valenciana;Europa menos UE28;2013;5.115
10 Comunitat Valenciana;Europa menos UE28;2012;4.410
10 Comunitat Valenciana;Europa menos UE28;2011;4.649
10 Comunitat Valenciana;Europa menos UE28;2010;3.682
10 Comunitat Valenciana;Europa menos UE28;2009;3.128
10 Comunitat Valenciana;Europa menos UE28;2008;3.974
10 Comunitat Valenciana;Noruega;2021;733
10 Comunitat Valenciana;Noruega;2020;436
10 Comunitat Valenciana;Noruega;2019;562
10 Comunitat Valenciana;Noruega;2018;634
10 Comunitat Valenciana;Noruega;2017;518
10 Comunitat Valenciana;Noruega;2016;410
10 Comunitat Valenciana;Noruega;2015;450
10 Comunitat Valenciana;Noruega;2014;530
10 Comunitat Valenciana;Noruega;2013;516
10 Comunitat Valenciana;Noruega;2012;530
10 Comunitat Valenciana;Noruega;2011;502
10 Comunitat Valenciana;Noruega;2010;463
10 Comunitat Valenciana;Noruega;2009;383
10 Comunitat Valenciana;Noruega;2008;406
10 Comunitat Valenciana;Suiza;2021;449
10 Comunitat Valenciana;Suiza;2020;289
10 Comunitat Valenciana;Suiza;2019;365
10 Comunitat Valenciana;Suiza;2018;374
10 Comunitat Valenciana;Suiza;2017;351
10 Comunitat Valenciana;Suiza;2016;299
10 Comunitat Valenciana;Suiza;2015;242
10 Comunitat Valenciana;Suiza;2014;235
10 Comunitat Valenciana;Suiza;2013;224
10 Comunitat Valenciana;Suiza;2012;193
10 Comunitat Valenciana;Suiza;2011;219
10 Comunitat Valenciana;Suiza;2010;197
10 Comunitat Valenciana;Suiza;2009;211
10 Comunitat Valenciana;Suiza;2008;255
10 Comunitat Valenciana;Ucrania;2021;1.563
10 Comunitat Valenciana;Ucrania;2020;1.042
10 Comunitat Valenciana;Ucrania;2019;1.988
10 Comunitat Valenciana;Ucrania;2018;1.930
10 Comunitat Valenciana;Ucrania;2017;1.634
10 Comunitat Valenciana;Ucrania;2016;1.372
10 Comunitat Valenciana;Ucrania;2015;1.826
10 Comunitat Valenciana;Ucrania;2014;1.146
10 Comunitat Valenciana;Ucrania;2013;691
10 Comunitat Valenciana;Ucrania;2012;627
10 Comunitat Valenciana;Ucrania;2011;741
10 Comunitat Valenciana;Ucrania;2010;635
10 Comunitat Valenciana;Ucrania;2009;556
10 Comunitat Valenciana;Ucrania;2008;935
10 Comunitat Valenciana;Moldavia;2021;190
10 Comunitat Valenciana;Moldavia;2020;137
10 Comunitat Valenciana;Moldavia;2019;233
10 Comunitat Valenciana;Moldavia;2018;231
10 Comunitat Valenciana;Moldavia;2017;172
10 Comunitat Valenciana;Moldavia;2016;156
10 Comunitat Valenciana;Moldavia;2015;146
10 Comunitat Valenciana;Moldavia;2014;121
10 Comunitat Valenciana;Moldavia;2013;82
10 Comunitat Valenciana;Moldavia;2012;86
10 Comunitat Valenciana;Moldavia;2011;83
10 Comunitat Valenciana;Moldavia;2010;103
10 Comunitat Valenciana;Moldavia;2009;114
10 Comunitat Valenciana;Moldavia;2008;229
10 Comunitat Valenciana;Rusia;2021;3.230
10 Comunitat Valenciana;Rusia;2020;1.743
10 Comunitat Valenciana;Rusia;2019;3.346
10 Comunitat Valenciana;Rusia;2018;2.798
10 Comunitat Valenciana;Rusia;2017;2.184
10 Comunitat Valenciana;Rusia;2016;1.998
10 Comunitat Valenciana;Rusia;2015;2.366
10 Comunitat Valenciana;Rusia;2014;2.920
10 Comunitat Valenciana;Rusia;2013;3.154
10 Comunitat Valenciana;Rusia;2012;2.590
10 Comunitat Valenciana;Rusia;2011;2.563
10 Comunitat Valenciana;Rusia;2010;1.853
10 Comunitat Valenciana;Rusia;2009;1.400
10 Comunitat Valenciana;Rusia;2008;1.358
10 Comunitat Valenciana;Otro país del resto de Europa;2021;1.290
10 Comunitat Valenciana;Otro país del resto de Europa;2020;699
10 Comunitat Valenciana;Otro país del resto de Europa;2019;1.272
10 Comunitat Valenciana;Otro país del resto de Europa;2018;1.253
10 Comunitat Valenciana;Otro país del resto de Europa;2017;915
10 Comunitat Valenciana;Otro país del resto de Europa;2016;728
10 Comunitat Valenciana;Otro país del resto de Europa;2015;623
10 Comunitat Valenciana;Otro país del resto de Europa;2014;518
10 Comunitat Valenciana;Otro país del resto de Europa;2013;448
10 Comunitat Valenciana;Otro país del resto de Europa;2012;383
10 Comunitat Valenciana;Otro país del resto de Europa;2011;541
10 Comunitat Valenciana;Otro país del resto de Europa;2010;433
10 Comunitat Valenciana;Otro país del resto de Europa;2009;465
10 Comunitat Valenciana;Otro país del resto de Europa;2008;792
10 Comunitat Valenciana;África;2021;11.587
10 Comunitat Valenciana;África;2020;7.953
10 Comunitat Valenciana;África;2019;13.805
10 Comunitat Valenciana;África;2018;11.460
10 Comunitat Valenciana;África;2017;8.268
10 Comunitat Valenciana;África;2016;6.832
10 Comunitat Valenciana;África;2015;5.855
10 Comunitat Valenciana;África;2014;5.664
10 Comunitat Valenciana;África;2013;5.738
10 Comunitat Valenciana;África;2012;5.412
10 Comunitat Valenciana;África;2011;5.482
10 Comunitat Valenciana;África;2010;4.992
10 Comunitat Valenciana;África;2009;7.003
10 Comunitat Valenciana;África;2008;10.765
10 Comunitat Valenciana;Argelia;2021;2.196
10 Comunitat Valenciana;Argelia;2020;1.612
10 Comunitat Valenciana;Argelia;2019;3.485
10 Comunitat Valenciana;Argelia;2018;3.069
10 Comunitat Valenciana;Argelia;2017;2.500
10 Comunitat Valenciana;Argelia;2016;2.252
10 Comunitat Valenciana;Argelia;2015;2.189
10 Comunitat Valenciana;Argelia;2014;2.616
10 Comunitat Valenciana;Argelia;2013;2.835
10 Comunitat Valenciana;Argelia;2012;2.475
10 Comunitat Valenciana;Argelia;2011;1.882
10 Comunitat Valenciana;Argelia;2010;1.133
10 Comunitat Valenciana;Argelia;2009;1.251
10 Comunitat Valenciana;Argelia;2008;1.466
10 Comunitat Valenciana;Gambia;2021;61
10 Comunitat Valenciana;Gambia;2020;38
10 Comunitat Valenciana;Gambia;2019;55
10 Comunitat Valenciana;Gambia;2018;43
10 Comunitat Valenciana;Gambia;2017;35
10 Comunitat Valenciana;Gambia;2016;20
10 Comunitat Valenciana;Gambia;2015;19
10 Comunitat Valenciana;Gambia;2014;8
10 Comunitat Valenciana;Gambia;2013;18
10 Comunitat Valenciana;Gambia;2012;17
10 Comunitat Valenciana;Gambia;2011;15
10 Comunitat Valenciana;Gambia;2010;15
10 Comunitat Valenciana;Gambia;2009;32
10 Comunitat Valenciana;Gambia;2008;45
10 Comunitat Valenciana;Ghana;2021;45
10 Comunitat Valenciana;Ghana;2020;33
10 Comunitat Valenciana;Ghana;2019;98
10 Comunitat Valenciana;Ghana;2018;68
10 Comunitat Valenciana;Ghana;2017;39
10 Comunitat Valenciana;Ghana;2016;44
10 Comunitat Valenciana;Ghana;2015;39
10 Comunitat Valenciana;Ghana;2014;40
10 Comunitat Valenciana;Ghana;2013;21
10 Comunitat Valenciana;Ghana;2012;82
10 Comunitat Valenciana;Ghana;2011;78
10 Comunitat Valenciana;Ghana;2010;51
10 Comunitat Valenciana;Ghana;2009;57
10 Comunitat Valenciana;Ghana;2008;105
10 Comunitat Valenciana;Guinea;2021;79
10 Comunitat Valenciana;Guinea;2020;57
10 Comunitat Valenciana;Guinea;2019;118
10 Comunitat Valenciana;Guinea;2018;92
10 Comunitat Valenciana;Guinea;2017;38
10 Comunitat Valenciana;Guinea;2016;44
10 Comunitat Valenciana;Guinea;2015;48
10 Comunitat Valenciana;Guinea;2014;43
10 Comunitat Valenciana;Guinea;2013;40
10 Comunitat Valenciana;Guinea;2012;52
10 Comunitat Valenciana;Guinea;2011;48
10 Comunitat Valenciana;Guinea;2010;79
10 Comunitat Valenciana;Guinea;2009;117
10 Comunitat Valenciana;Guinea;2008;129
10 Comunitat Valenciana;Guinea Ecuatorial;2021;172
10 Comunitat Valenciana;Guinea Ecuatorial;2020;117
10 Comunitat Valenciana;Guinea Ecuatorial;2019;229
10 Comunitat Valenciana;Guinea Ecuatorial;2018;250
10 Comunitat Valenciana;Guinea Ecuatorial;2017;285
10 Comunitat Valenciana;Guinea Ecuatorial;2016;272
10 Comunitat Valenciana;Guinea Ecuatorial;2015;251
10 Comunitat Valenciana;Guinea Ecuatorial;2014;180
10 Comunitat Valenciana;Guinea Ecuatorial;2013;163
10 Comunitat Valenciana;Guinea Ecuatorial;2012;139
10 Comunitat Valenciana;Guinea Ecuatorial;2011;159
10 Comunitat Valenciana;Guinea Ecuatorial;2010;184
10 Comunitat Valenciana;Guinea Ecuatorial;2009;185
10 Comunitat Valenciana;Guinea Ecuatorial;2008;280
10 Comunitat Valenciana;Mali;2021;354
10 Comunitat Valenciana;Mali;2020;154
10 Comunitat Valenciana;Mali;2019;278
10 Comunitat Valenciana;Mali;2018;175
10 Comunitat Valenciana;Mali;2017;97
10 Comunitat Valenciana;Mali;2016;64
10 Comunitat Valenciana;Mali;2015;75
10 Comunitat Valenciana;Mali;2014;77
10 Comunitat Valenciana;Mali;2013;74
10 Comunitat Valenciana;Mali;2012;90
10 Comunitat Valenciana;Mali;2011;86
10 Comunitat Valenciana;Mali;2010;138
10 Comunitat Valenciana;Mali;2009;241
10 Comunitat Valenciana;Mali;2008;412
10 Comunitat Valenciana;Marruecos;2021;7.273
10 Comunitat Valenciana;Marruecos;2020;5.056
10 Comunitat Valenciana;Marruecos;2019;7.954
10 Comunitat Valenciana;Marruecos;2018;6.356
10 Comunitat Valenciana;Marruecos;2017;4.278
10 Comunitat Valenciana;Marruecos;2016;3.267
10 Comunitat Valenciana;Marruecos;2015;2.419
10 Comunitat Valenciana;Marruecos;2014;1.878
10 Comunitat Valenciana;Marruecos;2013;1.803
10 Comunitat Valenciana;Marruecos;2012;1.808
10 Comunitat Valenciana;Marruecos;2011;2.242
10 Comunitat Valenciana;Marruecos;2010;2.375
10 Comunitat Valenciana;Marruecos;2009;3.565
10 Comunitat Valenciana;Marruecos;2008;5.952
10 Comunitat Valenciana;Mauritania;2021;70
10 Comunitat Valenciana;Mauritania;2020;21
10 Comunitat Valenciana;Mauritania;2019;53
10 Comunitat Valenciana;Mauritania;2018;41
10 Comunitat Valenciana;Mauritania;2017;28
10 Comunitat Valenciana;Mauritania;2016;37
10 Comunitat Valenciana;Mauritania;2015;38
10 Comunitat Valenciana;Mauritania;2014;30
10 Comunitat Valenciana;Mauritania;2013;28
10 Comunitat Valenciana;Mauritania;2012;22
10 Comunitat Valenciana;Mauritania;2011;19
10 Comunitat Valenciana;Mauritania;2010;34
10 Comunitat Valenciana;Mauritania;2009;46
10 Comunitat Valenciana;Mauritania;2008;110
10 Comunitat Valenciana;Nigeria;2021;135
10 Comunitat Valenciana;Nigeria;2020;95
10 Comunitat Valenciana;Nigeria;2019;164
10 Comunitat Valenciana;Nigeria;2018;189
10 Comunitat Valenciana;Nigeria;2017;137
10 Comunitat Valenciana;Nigeria;2016;152
10 Comunitat Valenciana;Nigeria;2015;123
10 Comunitat Valenciana;Nigeria;2014;153
10 Comunitat Valenciana;Nigeria;2013;173
10 Comunitat Valenciana;Nigeria;2012;201
10 Comunitat Valenciana;Nigeria;2011;280
10 Comunitat Valenciana;Nigeria;2010;331
10 Comunitat Valenciana;Nigeria;2009;376
10 Comunitat Valenciana;Nigeria;2008;665
10 Comunitat Valenciana;Senegal;2021;615
10 Comunitat Valenciana;Senegal;2020;356
10 Comunitat Valenciana;Senegal;2019;653
10 Comunitat Valenciana;Senegal;2018;532
10 Comunitat Valenciana;Senegal;2017;340
10 Comunitat Valenciana;Senegal;2016;233
10 Comunitat Valenciana;Senegal;2015;213
10 Comunitat Valenciana;Senegal;2014;202
10 Comunitat Valenciana;Senegal;2013;218
10 Comunitat Valenciana;Senegal;2012;209
10 Comunitat Valenciana;Senegal;2011;342
10 Comunitat Valenciana;Senegal;2010;315
10 Comunitat Valenciana;Senegal;2009;657
10 Comunitat Valenciana;Senegal;2008;1.095
10 Comunitat Valenciana;Otro país de África;2021;587
10 Comunitat Valenciana;Otro país de África;2020;414
